ID,Category
fbuhwliyoi.png,Common Chickweed
fckyfnwrys.png,Sugar beet
fcnbakmgbz.png,Small-flowered Cranesbill
feetokipby.png,Scentless Mayweed
ffjlphxiuu.png,Scentless Mayweed
ffjvjibpun.png,Fat Hen
fgptseabcb.png,Loose Silky-bent
fhhzlajpfo.png,Fat Hen
fhltslmfzk.png,Scentless Mayweed
fjbfszdasp.png,Common wheat
fjcpdilpux.png,Common Chickweed
fkjryyhfla.png,Scentless Mayweed
fldloegaho.png,Maize
fmotvksecv.png,Sugar beet
fmtacmhggf.png,Fat Hen
fnrhbxjjbo.png,Scentless Mayweed
fonhdnueip.png,Black-grass
fouocgtmog.png,Loose Silky-bent
fowsrtwsbl.png,Small-flowered Cranesbill
fpejmnedvr.png,Sugar beet
fquccqhuqf.png,Charlock
frbizvjoqf.png,Cleavers
ftkhvigkqy.png,Cleavers
ftkmtdinit.png,Sugar beet
fulnypqjac.png,Common Chickweed
fuqhjqsbtz.png,Charlock
fuqyhdpdtd.png,Scentless Mayweed
fuyezvysvn.png,Sugar beet
fvamzmlieq.png,Common Chickweed
fveomjdzuo.png,Black-grass
fvztcrugqu.png,Common wheat
fxagjppvow.png,Common Chickweed
fyfubgduqt.png,Loose Silky-bent
gazkkeacns.png,Common Chickweed
gbcldustxa.png,Scentless Mayweed
gbtizzhvml.png,Black-grass
gcacdntvms.png,Scentless Mayweed
gcclwuhogy.png,Loose Silky-bent
gcmmbdwjmb.png,Maize
gcpedilmtt.png,Common wheat
gcqqvzqict.png,Loose Silky-bent
geawwnohvw.png,Fat Hen
gerdyktcmr.png,Fat Hen
ghypwdbcff.png,Loose Silky-bent
gjifenpcwm.png,Common Chickweed
gjkrjbymlp.png,Loose Silky-bent
gkbveptzyh.png,Common Chickweed
gkjrijomos.png,Small-flowered Cranesbill
glkgtgdzqc.png,Common Chickweed
glscrgdbvd.png,Scentless Mayweed
glsgvqoesy.png,Loose Silky-bent
gmdoqqceqi.png,Common Chickweed
gmlsvsjxeu.png,Sugar beet
gmwjzjoxrw.png,Scentless Mayweed
gnalmgwszm.png,Charlock
gnjszbdady.png,Charlock
gnmclcpcov.png,Small-flowered Cranesbill
gnpsxzmtyc.png,Common wheat
goehnccyiy.png,Shepherds Purse
gophqculko.png,Sugar beet
gpdqwoqoec.png,Shepherds Purse
gpptwfwhsq.png,Scentless Mayweed
gqaqxfsrjm.png,Loose Silky-bent
gqmrqedagb.png,Common Chickweed
grzdqhgeak.png,Loose Silky-bent
gvhpshodig.png,Cleavers
gxnltnusrw.png,Scentless Mayweed
gydhgjmbeu.png,Common wheat
haacnuaiot.png,Maize
hbxgyftyqv.png,Black-grass
hcasmledsw.png,Shepherds Purse
hczezuvehc.png,Scentless Mayweed
hczobzsedt.png,Sugar beet
hdelivxtbc.png,Fat Hen
hdyiqjujhu.png,Sugar beet
hffnddlswm.png,Loose Silky-bent
hfoblxrdnm.png,Maize
hhcpxiuxul.png,Common Chickweed
hhghbhzebo.png,Loose Silky-bent
hhumfrmojq.png,Shepherds Purse
hiaajmpnox.png,Loose Silky-bent
hifecyigkk.png,Fat Hen
hiiuuefnew.png,Charlock
hipyffzmgc.png,Small-flowered Cranesbill
hizwvnxbtb.png,Common Chickweed
hjtpbaxunl.png,Shepherds Purse
hkqwzvmoiq.png,Small-flowered Cranesbill
hkuckvrwuh.png,Charlock
hkutzlpxsf.png,Charlock
hkxtyipzxz.png,Loose Silky-bent
hlplaagnda.png,Cleavers
hmdarchenp.png,Fat Hen
hmnzlhygpm.png,Charlock
hnyinnbggf.png,Loose Silky-bent
hojvkeazuz.png,Small-flowered Cranesbill
hpkftuxmpu.png,Cleavers
hqagsutndc.png,Fat Hen
hqqheehaju.png,Small-flowered Cranesbill
hrfuqkxjsh.png,Shepherds Purse
hsjmuqgiml.png,Cleavers
htvdjzvssu.png,Small-flowered Cranesbill
huckuzifpb.png,Common wheat
hwbvvzkutf.png,Black-grass
hwcpqtbrfq.png,Common wheat
hyjituyuiy.png,Loose Silky-bent
hyqphcberu.png,Loose Silky-bent
hzbdniirwp.png,Shepherds Purse
iaduingcvp.png,Sugar beet
ibwiahxzjd.png,Loose Silky-bent
icnxivsbwt.png,Sugar beet
iconzblsgt.png,Common Chickweed
idekeifcje.png,Scentless Mayweed
idfmkjaodx.png,Charlock
idftsblvbq.png,Black-grass
ievquiqtlf.png,Common Chickweed
ifcjfmkcvv.png,Maize
ifobgpbwky.png,Common Chickweed
igdnbxckll.png,Scentless Mayweed
igupkwgpzt.png,Common Chickweed
ihchztxzup.png,Small-flowered Cranesbill
ihfztrexlo.png,Charlock
iiytzsbgcu.png,Small-flowered Cranesbill
ijdkjwqutt.png,Fat Hen
ijhvfqtlwg.png,Fat Hen
ikhgcaoijf.png,Cleavers
ikqxkgqcoe.png,Sugar beet
ilgsbcqzdl.png,Sugar beet
iltpihybfd.png,Common Chickweed
inscnldzuq.png,Loose Silky-bent
ipjzlwuzzv.png,Small-flowered Cranesbill
ipmvpmkgxr.png,Loose Silky-bent
iqkzuuucpr.png,Charlock
iqqsayvuaa.png,Charlock
irjbsiqtgs.png,Scentless Mayweed
isxrqxzdeq.png,Common Chickweed
ivneyhvhlp.png,Maize
ivqfvfltoa.png,Common Chickweed
iwjtiwnugd.png,Common Chickweed
ixzkqhutmj.png,Maize
iyxxzvnlxh.png,Loose Silky-bent
izoezmaudu.png,Common wheat
izqyjccxms.png,Scentless Mayweed
izxovndtme.png,Maize
jahcddjvyr.png,Cleavers
jbjauzxtxb.png,Scentless Mayweed
jbprmcfvja.png,Cleavers
jcilzpibbz.png,Scentless Mayweed
jcpfoqgpwg.png,Black-grass
jfjgbfarxu.png,Fat Hen
jfvoxxdiac.png,Charlock
jguxobbjmt.png,Scentless Mayweed
jhlgxwaoff.png,Loose Silky-bent
jidxwkntil.png,Cleavers
jjowhulavb.png,Scentless Mayweed
jjzidfxtsk.png,Fat Hen
jkgkgynekg.png,Black-grass
jkqngvlewv.png,Loose Silky-bent
jndsujvhje.png,Common wheat
jovmavvkba.png,Loose Silky-bent
jpyaaggbjo.png,Charlock
jqlkkuxwva.png,Charlock
jqtiarrtln.png,Loose Silky-bent
jrrgzkncws.png,Common Chickweed
jthpevbzcn.png,Maize
jufrtlrlvi.png,Loose Silky-bent
juwmysyeqj.png,Small-flowered Cranesbill
juwtbqhsyo.png,Loose Silky-bent
jvayshwqgd.png,Sugar beet
jvgnuwpjtm.png,Fat Hen
jwapqdhorz.png,Common wheat
jwgnqgrzih.png,Black-grass
jwllelglrz.png,Common Chickweed
jximjjvdrc.png,Small-flowered Cranesbill
jxlipyulat.png,Scentless Mayweed
jxrwesyrlx.png,Loose Silky-bent
jypvduowmk.png,Common Chickweed
jzmgiwpiku.png,Cleavers
kaqtedzxtj.png,Cleavers
kaquxmovvp.png,Black-grass
kdczyuuixb.png,Sugar beet
kdnlhrfedv.png,Small-flowered Cranesbill
keexmejqal.png,Shepherds Purse
kegjyajdsg.png,Small-flowered Cranesbill
kenccrblre.png,Scentless Mayweed
kfrkjbbxbp.png,Scentless Mayweed
kgimqizbtr.png,Cleavers
kgjwqkuyqj.png,Common Chickweed
kgkrsiaqvp.png,Scentless Mayweed
kijxiasyac.png,Small-flowered Cranesbill
kikggejczw.png,Common wheat
kjxxhgggcm.png,Black-grass
klaxtxwzpy.png,Common wheat
klpnpjyivp.png,Loose Silky-bent
kmdvdjjrja.png,Black-grass
kmiiksjqmz.png,Small-flowered Cranesbill
knumhcaapr.png,Loose Silky-bent
kossnashjc.png,Fat Hen
koxgubznxe.png,Loose Silky-bent
kpgftgwbnp.png,Small-flowered Cranesbill
kpvmarefih.png,Black-grass
kpygckshyt.png,Cleavers
kqlxakbfwp.png,Loose Silky-bent
kqwtvzaojh.png,Sugar beet
krriqxtudt.png,Loose Silky-bent
krzowckwue.png,Common Chickweed
kshpyjafjl.png,Shepherds Purse
ksiooahqar.png,Charlock
ktbqropndb.png,Maize
ktqnaedfre.png,Fat Hen
kudsenexjy.png,Loose Silky-bent
kvaixucece.png,Black-grass
kvddwpydof.png,Loose Silky-bent
kwskdnjgxc.png,Loose Silky-bent
kxjmbmkeln.png,Loose Silky-bent
kxpxxjbnxm.png,Fat Hen
kxsfxoakan.png,Cleavers
kxyptouhke.png,Cleavers
kyblzidofd.png,Common Chickweed
kykglxwwsw.png,Fat Hen
kywzgfmknp.png,Scentless Mayweed
kzchiefgcw.png,Small-flowered Cranesbill
kzimmhgkpz.png,Common wheat
kzqqcvmvsp.png,Charlock
kztlmlbjtv.png,Small-flowered Cranesbill
lahwnmzxal.png,Small-flowered Cranesbill
lbmooerxyh.png,Loose Silky-bent
lbnzdbfhri.png,Charlock
lcczpgzriz.png,Scentless Mayweed
lcmdcihfof.png,Cleavers
lcmofmmdgy.png,Fat Hen
ldfxqoeyhs.png,Small-flowered Cranesbill
ldkwmgoqic.png,Sugar beet
lfmjvferlh.png,Shepherds Purse
lfzghdnngc.png,Common Chickweed
lhbdftchhn.png,Charlock
lhlicnthtr.png,Scentless Mayweed
lhpvqttjie.png,Loose Silky-bent
lkafxiqdko.png,Fat Hen
llfduksiyl.png,Fat Hen
llyypafhtr.png,Small-flowered Cranesbill
lmgjsffpuy.png,Fat Hen
lmwmpujfeg.png,Fat Hen
lndpvopwcs.png,Fat Hen
lnnfzfzwjt.png,Black-grass
lnxevsojva.png,Common Chickweed
lorlhoohry.png,Maize
lovryjdyuh.png,Common Chickweed
lprugjkwze.png,Common Chickweed
lpsryofhmi.png,Maize
lqexozcwho.png,Sugar beet
lrbysstomm.png,Scentless Mayweed
lrywpixmxp.png,Scentless Mayweed
lryxdoxxwt.png,Scentless Mayweed
ltezzmzali.png,Sugar beet
ltmlzxralb.png,Common Chickweed
ltunmsypnj.png,Common wheat
luqiohnxce.png,Sugar beet
luxewyqcsh.png,Loose Silky-bent
lvmxymsdtm.png,Small-flowered Cranesbill
lwvfwbtvrh.png,Loose Silky-bent
lxgzskpnwx.png,Black-grass
lyctbsbcbl.png,Loose Silky-bent
lymxeclegm.png,Common Chickweed
lynsyiemxe.png,Scentless Mayweed
lzxpeiohkd.png,Sugar beet
lzyykebgdd.png,Common wheat
mafbnskkjo.png,Loose Silky-bent
mazohamevm.png,Fat Hen
mbbjhzakxk.png,Loose Silky-bent
mcjydfzolz.png,Scentless Mayweed
mdboqrbprp.png,Fat Hen
mdcmeccsud.png,Scentless Mayweed
mdoyjybwyg.png,Sugar beet
mdtbqicnjk.png,Charlock
mdywhbqjkv.png,Common Chickweed
metgklthvp.png,Sugar beet
mfomxojopt.png,Loose Silky-bent
mghwddqeyx.png,Cleavers
mgioznagal.png,Common Chickweed
mhldplqjif.png,Loose Silky-bent
mighepyndy.png,Charlock
mixdopouzi.png,Maize
miyfahgzpn.png,Charlock
mjjmzyrxmo.png,Fat Hen
mjlcuoqhcl.png,Scentless Mayweed
mjmhpvhygb.png,Common Chickweed
mjwwgfewpf.png,Loose Silky-bent
mlakmrjhct.png,Cleavers
mledibwkni.png,Fat Hen
mmcpkyltny.png,Scentless Mayweed
mmymoutzib.png,Scentless Mayweed
modcmodnyw.png,Charlock
moixwcewua.png,Scentless Mayweed
mqyikyhzyk.png,Fat Hen
mrlozvtega.png,Sugar beet
mrxgthconc.png,Loose Silky-bent
msldkvnxso.png,Cleavers
mslovezast.png,Loose Silky-bent
msqkxfyqgp.png,Fat Hen
mtivrcuxex.png,Loose Silky-bent
mtjtcraapd.png,Small-flowered Cranesbill
mtubjqnsnj.png,Black-grass
mtwprfngsm.png,Black-grass
muhbbxrolc.png,Scentless Mayweed
muxoziepbc.png,Common Chickweed
mvkdsviofo.png,Sugar beet
mvmrgoskyz.png,Fat Hen
mwysnanmbx.png,Charlock
mxjnrheiai.png,Shepherds Purse
mygjhucyut.png,Charlock
myzoyzcavx.png,Common Chickweed
mzsiltnsfo.png,Small-flowered Cranesbill
mzxykzxxle.png,Black-grass
nadblalxwd.png,Small-flowered Cranesbill
nclpdwktpu.png,Fat Hen
nczpoifufw.png,Shepherds Purse
nebglzajyk.png,Shepherds Purse
nebzokaudm.png,Scentless Mayweed
nfakrvengg.png,Fat Hen
nfctmhhswe.png,Common Chickweed
nfobdshfgw.png,Loose Silky-bent
nghjfzudvf.png,Charlock
nhltncbhrg.png,Small-flowered Cranesbill
niwsouxwfj.png,Loose Silky-bent
njetzpxngt.png,Small-flowered Cranesbill
njozkbepcm.png,Scentless Mayweed
nljofyfoyq.png,Scentless Mayweed
nlludoykla.png,Loose Silky-bent
nninqubqrl.png,Fat Hen
nnqyqntaab.png,Sugar beet
noovscjdlk.png,Small-flowered Cranesbill
nppwjyjmij.png,Black-grass
nqjsdbonso.png,Fat Hen
nrfwxcctja.png,Common Chickweed
nrnriwuejd.png,Sugar beet
nsboegfbhl.png,Cleavers
nsdnlsidwk.png,Scentless Mayweed
ntknpvveuj.png,Sugar beet
ntukrdpeub.png,Charlock
ntzysdkdix.png,Scentless Mayweed
nucjxmywpo.png,Fat Hen
nvbwqxkohy.png,Maize
nvmlrwheyl.png,Black-grass
nvsvamczlr.png,Loose Silky-bent
nvtjwpvghg.png,Charlock
nwhwzzyhei.png,Sugar beet
nwicqvwstt.png,Common Chickweed
nwrkywehcy.png,Loose Silky-bent
nwrwawtrzv.png,Sugar beet
nxejmhjgoh.png,Loose Silky-bent
nxqdpkqxpq.png,Charlock
nxwdfjcuad.png,Sugar beet
nzindesyap.png,Small-flowered Cranesbill
nzyzpmhvvz.png,Common Chickweed
oamdkqeoiw.png,Charlock
oarexryqap.png,Charlock
octyjekffj.png,Common Chickweed
ocylpkhemv.png,Loose Silky-bent
oczlkbzzex.png,Scentless Mayweed
odqgcwonck.png,Small-flowered Cranesbill
odxipzkknn.png,Shepherds Purse
oeahuykhjg.png,Scentless Mayweed
ofqzfptpjm.png,Charlock
ofwxeprnwb.png,Common Chickweed
ogewshmegv.png,Common Chickweed
ogxdopaczf.png,Common Chickweed
ohkyhgpybz.png,Small-flowered Cranesbill
oiroqvhpyq.png,Cleavers
ojdocbynpn.png,Scentless Mayweed
ojfuceyusu.png,Common wheat
ojgvkrcbiq.png,Common Chickweed
okhthbhwma.png,Fat Hen
omilmjtumu.png,Small-flowered Cranesbill
omtfyppxsf.png,Sugar beet
onavlwurkq.png,Loose Silky-bent
oorgjrauru.png,Common Chickweed
opceozfkju.png,Common wheat
opsiwieupz.png,Fat Hen
oqqmsrsngo.png,Fat Hen
oqzbuhvnvq.png,Fat Hen
orqffjkhss.png,Small-flowered Cranesbill
orrwmjkhtu.png,Common Chickweed
oselcwzlcp.png,Small-flowered Cranesbill
oskdgoghgz.png,Small-flowered Cranesbill
osnuizbvjn.png,Scentless Mayweed
osqathdvgf.png,Small-flowered Cranesbill
oswkkowqvz.png,Loose Silky-bent
osyhragnbr.png,Small-flowered Cranesbill
othygcsotf.png,Common Chickweed
otxsimogas.png,Sugar beet
ousbqqhfdt.png,Small-flowered Cranesbill
outenevxze.png,Scentless Mayweed
ovcyfyuibd.png,Maize
ovpfkowkvh.png,Small-flowered Cranesbill
owbizztxio.png,Sugar beet
owdbgozxzp.png,Fat Hen
owyschkqbe.png,Loose Silky-bent
oxgqyqpdij.png,Shepherds Purse
oxktdmivjg.png,Loose Silky-bent
oxqakwendg.png,Scentless Mayweed
oxxhrewmgx.png,Charlock
oykzkduvle.png,Maize
oywnbldthm.png,Loose Silky-bent
pafikvrdaw.png,Sugar beet
pbguywbfrm.png,Shepherds Purse
pblqaemsph.png,Common Chickweed
pbqnxmgzyx.png,Common wheat
pbrbqibjqi.png,Common wheat
pcixnxyvex.png,Loose Silky-bent
pdeaibhxiu.png,Loose Silky-bent
pdeuvginoa.png,Cleavers
pedubxpgdt.png,Scentless Mayweed
perghvgapw.png,Scentless Mayweed
pfdmkbevwp.png,Sugar beet
pffbrwnwpk.png,Loose Silky-bent
pfgzxxvulf.png,Small-flowered Cranesbill
pflezubkch.png,Fat Hen
pgropmbrlo.png,Charlock
pgvjmqfwwl.png,Charlock
phcdmtqzfv.png,Maize
phgwpwvqkb.png,Sugar beet
phrofgcpvq.png,Small-flowered Cranesbill
pimtjwsovz.png,Maize
pjobdwurhq.png,Common wheat
pjtqzmwfrc.png,Loose Silky-bent
plcslrvyjq.png,Cleavers
pliehdqbto.png,Common Chickweed
pmrfcovjxn.png,Maize
pmzasfyhcf.png,Scentless Mayweed
pnapipkjcb.png,Cleavers
pokgqizxym.png,Small-flowered Cranesbill
polmbggkqh.png,Loose Silky-bent
pomucvhlfv.png,Sugar beet
pospvdbklv.png,Sugar beet
pregoqnfqj.png,Sugar beet
probxirdut.png,Charlock
psrtjqgqch.png,Common wheat
pttzufooag.png,Scentless Mayweed
pugdpqkpds.png,Scentless Mayweed
puglmairjx.png,Small-flowered Cranesbill
puzwvbxojx.png,Maize
pvgifshvgm.png,Fat Hen
pvhcgpwxmh.png,Loose Silky-bent
pvkjjmfszp.png,Maize
pvwjbdfals.png,Loose Silky-bent
pwdszomqba.png,Common Chickweed
pzajdsykxp.png,Common Chickweed
pzefjwknsm.png,Fat Hen
pzrklphpaa.png,Scentless Mayweed
qabrdzczqv.png,Loose Silky-bent
qakukortec.png,Cleavers
qbcysadcnj.png,Scentless Mayweed
qboqesqoav.png,Fat Hen
qbqpawhmpw.png,Shepherds Purse
qcpslvlbqi.png,Shepherds Purse
qcrkaeslvl.png,Loose Silky-bent
qctahsjioi.png,Maize
qczfuylwgo.png,Fat Hen
qddbcukiqq.png,Charlock
qdvisoqsqk.png,Small-flowered Cranesbill
qeprgfljaz.png,Sugar beet
qhgkdfaqga.png,Cleavers
qhhkpfaulm.png,Black-grass
qhrvgxhvmz.png,Common Chickweed
qhwbiucars.png,Common Chickweed
qizttsijuf.png,Common Chickweed
qjblsjnawx.png,Shepherds Purse
qjnnhdydti.png,Loose Silky-bent
qjsqybjjti.png,Common Chickweed
qjsrqvmpnu.png,Cleavers
qkowmghhek.png,Loose Silky-bent
qlhuatcfpa.png,Sugar beet
qlkifbpxev.png,Small-flowered Cranesbill
qlshpykhhj.png,Small-flowered Cranesbill
qmydnalzmc.png,Black-grass
qncugmynrv.png,Loose Silky-bent
qndmiagfzs.png,Sugar beet
qnqswddwuu.png,Small-flowered Cranesbill
qokljrzywp.png,Scentless Mayweed
qolhxhoewk.png,Small-flowered Cranesbill
qpmarlpwat.png,Fat Hen
qpxgqjkvkc.png,Scentless Mayweed
qqgnmjivqp.png,Common wheat
qtijdvholg.png,Fat Hen
qtjddsbodz.png,Loose Silky-bent
qtwvmpwqxr.png,Loose Silky-bent
quonheywry.png,Loose Silky-bent
qwuletixys.png,Sugar beet
qxpadjalfu.png,Cleavers
qxrxltjdsi.png,Scentless Mayweed
qykbditnyo.png,Charlock
qykunyrlgb.png,Small-flowered Cranesbill
qyzwsqegbm.png,Common Chickweed
qzcavilnjs.png,Common Chickweed
qzhavgbjau.png,Maize
rbdlegipeb.png,Common Chickweed
rbxdpluzqa.png,Charlock
rbxqbkrcaf.png,Charlock
rcebuuwzrn.png,Cleavers
rcnqmthfhc.png,Maize
rddzqapukh.png,Common Chickweed
rdnrdirudn.png,Black-grass
reidybsokg.png,Common Chickweed
